Feature,Importance
COURSE_TITLE_Bachelor Of Sport And Exercise Science/Bachelor Of Human Nutrition,0.0
COURSE_TITLE_Bachelor Of Sport And Exercise Science/Bachelor Of Information Technology,0.0
COURSE_TITLE_Bachelor Of Sport And Exercise Science/Bachelor Of Sports Management,0.0
COURSE_TITLE_Bachelor Of Sport Studies (Honours),0.0
COURSE_CD_FULL_ALT_277JA.3,0.0
COURSE_TITLE_Bachelor Of Sports Management/ Bachelor Of Event And Tourism Management,0.0
COURSE_CD_FULL_ALT_277JA.4,0.0
COURSE_TITLE_Bachelor Of Sports Media/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Teaching (Graduate Entry),0.0
COURSE_TITLE_Bachelor Of The Built Environment (Architecture),0.0
COURSE_CD_FULL_ALT_278JA.1,0.0
COURSE_TITLE_Bachelor Of The Built Environment (Landscape Architecture),0.0
COURSE_TITLE_Bachelor Of Tourism Management,0.0
COURSE_TITLE_Bachelor Of Urban And Regional Planning,0.0
COURSE_CD_FULL_ALT_278JA.3,0.0
COURSE_TITLE_Bachelor Of Visual Arts,0.0
COURSE_TITLE_Bachelor Of Web Design And Production,0.0
COURSE_TITLE_Bachelor Of Writing,0.0
COURSE_TITLE_Cross Institutional Programme (G),0.0
COURSE_TITLE_Cross Institutional Programme (Ug),0.0
COURSE_CD_FULL_ALT_280JA.1,0.0
COURSE_TITLE_Doctor Of Philosophy In Clinical Psychology,0.0
COURSE_TITLE_Executive Master Of Public Administration,0.0
COURSE_CD_FULL_ALT_280JA.2,0.0
COURSE_TITLE_Graduate Certificate In Building And Construction Information Management,0.0
COURSE_CD_FULL_ALT_281JA.1,0.0
COURSE_TITLE_Graduate Certificate In Business Administration,0.0
COURSE_CD_FULL_ALT_282JA.1,0.0
COURSE_TITLE_Graduate Certificate In Communication,0.0
COURSE_TITLE_Graduate Certificate In Community Counselling,0.0
COURSE_TITLE_Graduate Certificate In Counselling,0.0
COURSE_TITLE_Graduate Certificate In Creative And Cultural Futures,0.0
COURSE_TITLE_Graduate Certificate In Creative Business,0.0
COURSE_TITLE_Graduate Certificate In Creative Industries,0.0
COURSE_TITLE_Graduate Certificate In Creative Leadership,0.0
COURSE_TITLE_Graduate Certificate In Cyber Law And Policy,0.0
COURSE_TITLE_Graduate Certificate In Cyber Security,0.0
COURSE_TITLE_Graduate Certificate In Cyber Security Management,0.0
COURSE_TITLE_Graduate Certificate In Data Science,0.0
COURSE_TITLE_Graduate Certificate In Design,0.0
COURSE_TITLE_Graduate Certificate In Design Strategies,0.0
COURSE_TITLE_Graduate Certificate In Diagnostic Pathology,0.0
COURSE_TITLE_Graduate Certificate In Digital Marketing,0.0
COURSE_TITLE_Graduate Certificate In Economics,0.0
COURSE_TITLE_Graduate Certificate In Education,0.0
COURSE_TITLE_Graduate Certificate In Education (Professional Practice),0.0
COURSE_TITLE_Graduate Certificate In Education Studies,0.0
COURSE_TITLE_Graduate Certificate In Educational Leadership,0.0
COURSE_TITLE_Graduate Certificate In Forensic Security,0.0
COURSE_TITLE_Graduate Certificate In Forensic Studies In Forensic Science (Online),0.0
COURSE_TITLE_Bachelor Of Commerce (Finance And Banking),0.0
COURSE_TITLE_Graduate Certificate In Geo-Spatial Health,0.0
COURSE_TITLE_Graduate Certificate In Government Informatics,0.0
COURSE_TITLE_Graduate Certificate In Government Law,0.0
COURSE_TITLE_Graduate Certificate In Health Leadership And Management,0.0
COURSE_TITLE_Graduate Certificate In Health Research,0.0
COURSE_CD_FULL_ALT_283JA.1,0.0
COURSE_CD_FULL_ALT_284JA.1,0.0
COURSE_TITLE_Graduate Certificate In Human Nutrition,0.0
COURSE_TITLE_Graduate Certificate In Human Resource Management,0.0
COURSE_CD_FULL_ALT_284JB.1,0.0
COURSE_TITLE_Graduate Certificate In International Development,0.0
COURSE_TITLE_Graduate Certificate In Law,0.0
COURSE_TITLE_Graduate Certificate In Leading Public Sector Innovation,0.0
COURSE_TITLE_Graduate Certificate In Lgbtqia+ Policy,0.0
COURSE_TITLE_Graduate Certificate In Management For The Public Sector,0.0
COURSE_TITLE_Graduate Certificate In Mental Health,0.0
COURSE_TITLE_Graduate Certificate In Midwifery,0.0
COURSE_TITLE_Graduate Certificate In Midwifery (Re-Entry),0.0
COURSE_TITLE_Graduate Certificate In Performance Health Management,0.0
COURSE_TITLE_Graduate Certificate In Pharmacotherapy,0.0
COURSE_CD_FULL_ALT_286JA.1,0.0
COURSE_TITLE_Graduate Certificate In Policy Evaluation,0.0
COURSE_TITLE_Graduate Certificate In Professional Supervision,0.0
COURSE_TITLE_Graduate Certificate In Professional Writing (Editing),0.0
COURSE_CD_FULL_ALT_286JA.2,0.0
COURSE_TITLE_Graduate Certificate In Public Administration (Act),0.0
COURSE_TITLE_Graduate Certificate In Public Administration (Dit),0.0
COURSE_TITLE_Graduate Certificate In Public Policy,0.0
COURSE_CD_FULL_ALT_286JA.3,0.0
COURSE_TITLE_Graduate Certificate In Screen Development,0.0
COURSE_TITLE_Graduate Certificate In Social Media And Public Engagement,0.0
COURSE_CD_FULL_ALT_287JA.1,0.0
COURSE_TITLE_Graduate Certificate In Statistics,0.0
COURSE_TITLE_Graduate Certificate In Stem Education,0.0
COURSE_TITLE_Graduate Certificate In Strategic Communication (Online),0.0
COURSE_TITLE_Graduate Certificate In Strength And Conditioning,0.0
COURSE_TITLE_Graduate Certificate In Tertiary Education,0.0
COURSE_TITLE_Graduate Certificate In Tesol And Foreign Language Teaching,0.0
COURSE_TITLE_Graduate Certificate In Tesol And Foreign Language Teaching (Flt),0.0
COURSE_TITLE_Graduate Certificate In Ultrasound Studies,0.0
COURSE_TITLE_Graduate Certificate In Urban And Regional Planning,0.0
COURSE_TITLE_Graduate Certificate: Country As Teacher,0.0
COURSE_CD_FULL_ALT_287JA.2,0.0
COURSE_TITLE_Graduate Diploma In Advanced Clinical Practice,0.0
COURSE_TITLE_Graduate Diploma In Building And Construction Information Management,0.0
COURSE_TITLE_Graduate Diploma In Business,0.0
COURSE_CD_FULL_ALT_288JA.1,0.0
COURSE_TITLE_Graduate Diploma In Communication,0.0
COURSE_TITLE_Graduate Diploma In Community Counselling,0.0
COURSE_CD_FULL_ALT_288JA.3,0.0
COURSE_TITLE_Graduate Diploma In Creative And Cultural Futures,0.0
COURSE_TITLE_Graduate Diploma In Creative Industries,0.0
COURSE_TITLE_Graduate Diploma In Design Strategies,0.0
COURSE_TITLE_Graduate Diploma In Diagnostic Pathology,0.0
COURSE_CD_FULL_ALT_289JA.2,0.0
COURSE_TITLE_Graduate Diploma In International Business,0.0
COURSE_TITLE_Graduate Diploma In International Development,0.0
COURSE_TITLE_Graduate Diploma In Law,0.0
COURSE_CD_FULL_ALT_290JA.1,0.0
COURSE_CD_FULL_ALT_290JA.4,0.0
COURSE_TITLE_Graduate Diploma In Nutritional Science,0.0
COURSE_TITLE_Graduate Diploma In Professional Writing,0.0
COURSE_TITLE_Graduate Diploma In Public Policy,0.0
COURSE_TITLE_Graduate Diploma In Statistics,0.0
COURSE_TITLE_Graduate Diploma In Tesol And Foreign Language Teaching,0.0
COURSE_TITLE_Graduate Diploma In Tesol And Foreign Language Teaching (Flt),0.0
COURSE_TITLE_Graduate Diploma In Urban And Regional Planning,0.0
COURSE_TITLE_Honours In Information Sciences,0.0
COURSE_TITLE_Honours In Science And Technology,0.0
COURSE_TITLE_Juris Doctor,0.0
COURSE_CD_FULL_ALT_291JA.1,0.0
COURSE_TITLE_Master Of Applied Arts & Humanities (Research),0.0
COURSE_TITLE_Master Of Applied Clinical Epidemiology (Sport),0.0
COURSE_TITLE_Master Of Applied Science (Research),0.0
COURSE_CD_FULL_ALT_291JA.2,0.0
COURSE_TITLE_Master Of Arts In Creative And Cultural Futures,0.0
COURSE_TITLE_Master Of Arts In Government (Research),0.0
COURSE_TITLE_Master Of Arts In Tesol And Foreign Language Teaching,0.0
COURSE_TITLE_Master Of Arts In Tourism (Research),0.0
COURSE_TITLE_Master Of Building And Construction Information Management,0.0
COURSE_TITLE_Master Of Business (Research),0.0
COURSE_CD_FULL_ALT_292JA.3,0.0
COURSE_TITLE_Master Of Business Administration (Bhutan),0.0
COURSE_TITLE_Master Of Business Administration (Extended),0.0
COURSE_TITLE_Master Of Business Administration (Innovation And Leadership),0.0
COURSE_TITLE_Master Of Business Administration (Ningbo),0.0
COURSE_TITLE_Master Of Business Administration (Online),0.0
COURSE_CD_FULL_ALT_293JA.1,0.0
COURSE_TITLE_Master Of Business Administration (Shanghai),0.0
COURSE_TITLE_Master Of Business Administration / Master Of Professional Accounting,0.0
COURSE_CD_FULL_ALT_294JA.1,0.0
COURSE_TITLE_Master Of Business Management,0.0
COURSE_TITLE_Master Of Business Management (Bhutan),0.0
COURSE_CD_FULL_ALT_295JA.1,0.0
COURSE_CD_FULL_ALT_297JA.4,0.0
COURSE_CD_FULL_ALT_298JA.2,0.0
COURSE_CD_FULL_ALT_299JA.2,0.0
COURSE_CD_FULL_ALT_300JA.1,0.0
COURSE_TITLE_Master Of Design Strategies,0.0
COURSE_TITLE_Master Of Diagnostic Pathology,0.0
COURSE_TITLE_Master Of Ecological Public Health,0.0
COURSE_CD_FULL_ALT_302JA.1,0.0
COURSE_TITLE_Master Of Education (Professional Practice),0.0
COURSE_CD_FULL_ALT_303JA.1,0.0
COURSE_CD_FULL_ALT_303JA.2,0.0
COURSE_TITLE_Master Of Educational Leadership And Management,0.0
COURSE_CD_FULL_ALT_304JA.1,0.0
COURSE_CD_FULL_ALT_304JA.2,0.0
COURSE_TITLE_Master Of Health (Research),0.0
COURSE_TITLE_Master Of High Performance Sport,0.0
COURSE_TITLE_Master Of Human Resource Management,0.0
COURSE_TITLE_Master Of Information Sciences (Research),0.0
COURSE_TITLE_Master Of Information Technology,0.0
COURSE_CD_FULL_ALT_306JA.1,0.0
COURSE_CD_FULL_ALT_309JA.1,0.0
COURSE_TITLE_Master Of International Business (Extended),0.0
COURSE_TITLE_Master Of International Business / Master Of Marketing Management,0.0
COURSE_TITLE_Master Of International Development,0.0
COURSE_TITLE_Master Of Law (Research),0.0
COURSE_TITLE_Master Of Laws,0.0
COURSE_TITLE_Master Of Legal Studies,0.0
COURSE_TITLE_Master Of Management,0.0
COURSE_CD_FULL_ALT_309JA.4,0.0
COURSE_CD_FULL_ALT_310JA.1,0.0
COURSE_TITLE_Master Of Medical Ultrasound,0.0
COURSE_TITLE_Master Of Midwifery,0.0
COURSE_TITLE_Master Of Midwifery Practice,0.0
COURSE_TITLE_Master Of Nursing,0.0
COURSE_TITLE_Master Of Nursing (Research),0.0
COURSE_TITLE_Master Of Nursing Practice (Graduate Entry),0.0
COURSE_TITLE_Master Of Nutrition,0.0
COURSE_CD_FULL_ALT_311JA.1,0.0
COURSE_CD_FULL_ALT_312JA.1,0.0
COURSE_TITLE_Master Of Optometry,0.0
COURSE_CD_FULL_ALT_313JA.1,0.0
COURSE_TITLE_Master Of Pharmacy (Research),0.0
COURSE_CD_FULL_ALT_314JA.1,0.0
COURSE_TITLE_Master Of Primary Teaching,0.0
COURSE_CD_FULL_ALT_314JA.2,0.0
COURSE_TITLE_Master Of Professional Accounting (Extended),0.0
COURSE_TITLE_Master Of Public Administration,0.0
COURSE_CD_FULL_ALT_315AF.1,0.0
COURSE_TITLE_Master Of Public Health (Extended),0.0
COURSE_TITLE_Master Of Public Policy,0.0
COURSE_TITLE_Master Of Secondary Teaching,0.0
COURSE_TITLE_Master Of Social Work (Qualifying),0.0
COURSE_CD_FULL_ALT_315AG.1,0.0
COURSE_TITLE_Master Of Sport And Exercise Science (Research),0.0
COURSE_TITLE_Master Of Strategic Communication,0.0
COURSE_TITLE_Master Of Strength And Conditioning,0.0
COURSE_CD_FULL_ALT_315AH.1,0.0
COURSE_CD_FULL_ALT_315AI.1,0.0
COURSE_TITLE_Master Of Technology,0.0
COURSE_CD_FULL_ALT_315JA.1,0.0
COURSE_TITLE_Non Award Program (Study Abroad),0.0
COURSE_TITLE_Non-Award Studies (Contemporary Practice),0.0
COURSE_TITLE_Non-Award Studies (Examinable),0.0
COURSE_TITLE_Overseas Exchange Program,0.0
COURSE_TITLE_Overseas Exchange Program (Full Year),0.0
COURSE_TITLE_Overseas Non Award Program,0.0
COURSE_TITLE_Overseas Non Award Program (Australian Sporting Industry),0.0
COURSE_TITLE_Overseas Non Award Program (Communication),0.0
COURSE_TITLE_Overseas Non Award Program (Health Short Term Program),0.0
COURSE_TITLE_Postgraduate Diploma In Extended Scope Physiotherapy,0.0
COURSE_TITLE_Postgraduate Diploma In Forensic Studies In Forensic Science (Online),0.0
COURSE_TITLE_Postgraduate Diploma In Health Research,0.0
COURSE_TITLE_Postgraduate Diploma In Nursing,0.0
COURSE_CD_FULL_ALT_315ZA.1,0.0
COURSE_TITLE_Professional Doctorate In Business Administration (Research) (Singapore),0.0
COURSE_TITLE_Professional Doctorate In Education (Research),0.0
COURSE_TITLE_Professional Doctorate In Legal Science (Research),0.0
COURSE_TITLE_Professional Doctorate In Nurse Practitioner (Research),0.0
COURSE_TITLE_Professional Doctorate In Public Administration (Research),0.0
COURSE_TITLE_Undergraduate Certificate In Education,0.0
COURSE_CD_FULL_ALT_316JA.1,0.0
COURSE_CD_FULL_ALT_316JA.2,0.0
COURSE_CD_FULL_ALT_318JA.1,0.0
COURSE_CD_FULL_ALT_319JA.1,0.0
SCHOLARSHIP_IND_Y,0.0
COURSE_CD_FULL_ALT_319JA.4,0.0
CURRENT_STUDENT_IND_Y,0.0
COURSE_CD_FULL_ALT_322JA.4,0.0
RESEARCH_STUDENT_IND_Y,0.0
COURSE_CD_FULL_ALT_322JA.5,0.0
COURSE_CD_FULL_ALT_323JA.1,0.0
COURSE_CD_FULL_ALT_323JA.2,0.0
COURSE_CD_FULL_ALT_323JA.4,0.0
ATSI_IND_N,0.0
ATSI_IND_Y,0.0
COURSE_CD_FULL_ALT_323JA.5,0.0
COURSE_CD_FULL_ALT_324AA.4,0.0
COURSE_CD_FULL_ALT_324JA.3,0.0
DISABILITY_IND_Y,0.0
COURSE_CD_FULL_ALT_327AA.4,0.0
COURSE_CD_FULL_ALT_328JA.1,0.0
FACULTY_CODE_RESSERV,0.0
COURSE_CD_FULL_ALT_329JA.2,0.0
FACULTY_DESCRIPTION_Faculty of Arts and Design,0.0
"FACULTY_DESCRIPTION_Faculty of Business, Government & Law",0.0
FACULTY_DESCRIPTION_Faculty of Education,0.0
FACULTY_DESCRIPTION_Faculty of Health,0.0
FACULTY_DESCRIPTION_Faculty of Science and Technology,0.0
FACULTY_DESCRIPTION_Graduate Research Office,0.0
FACULTY_DESCRIPTION_Student Administration,0.0
UCC_COURSE_FLAG_N,0.0
COURSE_CD_FULL_ALT_330JA.4,0.0
RESEARCH_COURSE_FLAG_Y,0.0
COURSE_CD_FULL_ALT_336JA.1,0.0
COURSE_TITLE_Graduate Certificate In Gender Policy,0.0
